month,stock,marketcap,rank,excess_returns
2003-04-30T00:00:00Z,MRK,130,10,0.061066977
2003-04-30T00:00:00Z,IBM,146,9,0.081497769
2003-04-30T00:00:00Z,AIG,151,8,0.170892071
2003-04-30T00:00:00Z,JNJ,167,7,-0.027092402
2003-04-30T00:00:00Z,C,202,6,0.138333437
2003-04-30T00:00:00Z,XOM,235,5,0.006152845
2003-04-30T00:00:00Z,PFE,245,4,-0.014158582
2003-04-30T00:00:00Z,WMT,247,3,0.081452672
2003-04-30T00:00:00Z,MSFT,274,2,0.054762073
2003-04-30T00:00:00Z,GE,294,1,0.153902106
2003-05-30T00:00:00Z,INTC,136,10,0.133661106
2003-05-30T00:00:00Z,AIG,150,9,-0.002109975
2003-05-30T00:00:00Z,IBM,152,8,0.037995158
2003-05-30T00:00:00Z,JNJ,161,7,-0.032435053
2003-05-30T00:00:00Z,C,212,6,0.049554134
2003-05-30T00:00:00Z,WMT,230,5,-0.066773605
2003-05-30T00:00:00Z,XOM,243,4,0.040479181
2003-05-30T00:00:00Z,PFE,244,3,0.012436756
2003-05-30T00:00:00Z,MSFT,264,2,-0.038067781
2003-05-30T00:00:00Z,GE,286,1,-0.026367243
2003-06-30T00:00:00Z,MRK,135,10,0.095318872
2003-06-30T00:00:00Z,IBM,142,9,-0.063920881
2003-06-30T00:00:00Z,AIG,143,8,-0.046883772
2003-06-30T00:00:00Z,JNJ,153,7,-0.049757441
2003-06-30T00:00:00Z,C,220,6,0.042394336
2003-06-30T00:00:00Z,WMT,235,5,0.020809984
2003-06-30T00:00:00Z,XOM,239,4,-0.014461927
2003-06-30T00:00:00Z,PFE,269,3,0.099903193
2003-06-30T00:00:00Z,MSFT,275,2,0.04085343
2003-06-30T00:00:00Z,GE,287,1,0.004817093
2003-07-31T00:00:00Z,IBM,140,10,-0.015858693
2003-07-31T00:00:00Z,JNJ,153,9,0.001040505
2003-07-31T00:00:00Z,INTC,162,8,0.195359809
2003-07-31T00:00:00Z,AIG,167,7,0.162765082
2003-07-31T00:00:00Z,C,230,6,0.0542052
2003-07-31T00:00:00Z,XOM,236,5,-0.009889722
2003-07-31T00:00:00Z,WMT,244,4,0.041036903
2003-07-31T00:00:00Z,PFE,263,3,-0.023833167
2003-07-31T00:00:00Z,MSFT,283,2,0.029331074
2003-07-31T00:00:00Z,GE,284,1,-0.009069978
2003-08-29T00:00:00Z,IBM,141,10,0.010680267
2003-08-29T00:00:00Z,JNJ,147,9,-0.03886966
2003-08-29T00:00:00Z,AIG,155,8,-0.072819228
2003-08-29T00:00:00Z,INTC,186,7,0.148900434
2003-08-29T00:00:00Z,C,223,6,-0.033066826
2003-08-29T00:00:00Z,PFE,232,5,-0.099555207
2003-08-29T00:00:00Z,XOM,250,4,0.066137329
2003-08-29T00:00:00Z,WMT,259,3,0.057608232
2003-08-29T00:00:00Z,MSFT,286,2,0.003465072
2003-08-29T00:00:00Z,GE,296,1,0.0390327
2003-09-30T00:00:00Z,JNJ,146,10,-0.002011301
2003-09-30T00:00:00Z,AIG,150,9,-0.031143437
2003-09-30T00:00:00Z,IBM,151,8,0.07626552
